sample1,sample2
4783.799947696562,4829.8928868558105
4806.661681869442,4815.50833347193
4816.574987473226,4819.894968375802
4817.223806541927,4811.437246685528
4785.177170981483,4837.427213087805
4811.650027677258,4806.591480914624
4802.635160453022,4811.0610499444965
4812.48126760894,4832.933891427778
4817.633164010178,4810.474998404941
4817.704108169734,4803.997504801562
4788.685462778129,4822.451629424694
4789.001543460505,4800.492971180434
4806.389010641772,4813.288664522263
4818.380831900952,4815.700209480484
4798.856561886925,4821.721098408421
4798.164973338382,4827.306315347196
4786.437132435413,4834.073533521482
4801.137858014649,4825.585797670397
4791.2594183660485,4808.863915489834
4783.382856563607,4824.162109787977
4795.416805246863,4834.01250134189
4788.371693538889,4813.474934219896
4789.019728268121,4814.275800470649
4789.672989645561,4819.795043250433
4799.180353725336,4818.6559188972815
4783.258621150547,4820.711202241178
4797.944364453502,4828.162425448117
4797.0278026043125,4811.122427054326
4808.142921158435,4834.439442670336
4796.349347111468,4826.150183592848
4811.836103113522,4819.411400038188
4780.372155233708,4833.378480892369
4800.46378805853,4808.843186954333
4797.363532161202,4838.34495372973
4805.336655626236,4827.08031038086
4787.108894576454,4796.407938622999
4798.143316421804,4825.796393003096
4814.347038261109,4815.866045869937
4809.493008547894,4821.107674641872
4804.190774452913,4830.4814512362
4782.458415031796,4828.762106301145
4782.673664509884,4826.510652165488
4796.141153556292,4836.213214132366
4799.475530738307,4833.231881172833
4794.668413778442,4811.8926314492355
4796.4581267140975,4816.402493722558
4785.232365735185,4824.284113257631
4801.378853486151,4798.154975748327
4798.639690598964,4824.295410939048
4811.918958274168,4815.349143123871
4803.1784353304965,4803.79486290187
4786.659097883137,4810.053884320273
4804.6741654859825,4824.755436667956
4797.850426663126,4830.545649850209
4821.931111804015,4838.40172718391
4796.480957081893,4827.5692164243155
4789.886955101645,4812.96257816447
4807.424489726992,4812.9887665415
4802.04186232068,4810.106625765299
4803.369094782546,4831.399987780913
4805.5065361709885,4809.419473419673
4783.465415650863,4810.782420928653
4789.729832504997,4821.087104414306
4797.9033895008915,4806.490826717541
4797.561554565434,4837.946564985833
4795.4159169744935,4802.903962514332
4796.65114651984,4837.859224719098
4793.378252330062,4802.771409532799
