compound_sequence,pit_laps,total_time
"('MEDIUM', 'SOFT', 'SOFT')","[36, 39]",88.57591
"('MEDIUM', 'SOFT', 'SOFT')","[36, 40]",88.610916
"('MEDIUM', 'SOFT', 'SOFT')","[36, 41]",88.645905
"('MEDIUM', 'SOFT', 'SOFT')","[36, 42]",88.68091
"('MEDIUM', 'SOFT', 'SOFT')","[36, 43]",88.71591
"('MEDIUM', 'SOFT', 'SOFT')","[36, 44]",88.7509
"('MEDIUM', 'SOFT', 'SOFT')","[36, 45]",88.78591
"('MEDIUM', 'SOFT', 'SOFT')","[36, 46]",88.82091
"('MEDIUM', 'SOFT', 'SOFT')","[37, 38]",88.40193
"('MEDIUM', 'SOFT', 'SOFT')","[37, 39]",88.436935
"('MEDIUM', 'SOFT', 'SOFT')","[37, 40]",88.47194
"('MEDIUM', 'SOFT', 'SOFT')","[37, 41]",88.506935
"('MEDIUM', 'SOFT', 'SOFT')","[37, 42]",88.54193
"('MEDIUM', 'SOFT', 'SOFT')","[37, 43]",88.576935
"('MEDIUM', 'SOFT', 'SOFT')","[37, 44]",88.61194
"('MEDIUM', 'SOFT', 'SOFT')","[37, 45]",88.646935
"('MEDIUM', 'SOFT', 'SOFT')","[37, 46]",88.68194
"('MEDIUM', 'SOFT', 'SOFT')","[38, 39]",88.29796
"('MEDIUM', 'SOFT', 'SOFT')","[38, 40]",88.33296
"('MEDIUM', 'SOFT', 'SOFT')","[38, 41]",88.367966
"('MEDIUM', 'SOFT', 'SOFT')","[38, 42]",88.40296
"('MEDIUM', 'SOFT', 'SOFT')","[38, 43]",88.43796
"('MEDIUM', 'SOFT', 'SOFT')","[38, 44]",88.47296
"('MEDIUM', 'SOFT', 'SOFT')","[38, 45]",88.50796
"('MEDIUM', 'SOFT', 'SOFT')","[38, 46]",88.54296
"('MEDIUM', 'SOFT', 'SOFT')","[39, 40]",88.194
"('MEDIUM', 'SOFT', 'SOFT')","[39, 41]",88.22899
"('MEDIUM', 'SOFT', 'SOFT')","[39, 42]",88.26399
"('MEDIUM', 'SOFT', 'SOFT')","[39, 43]",88.298996
"('MEDIUM', 'SOFT', 'SOFT')","[39, 44]",88.333984
"('MEDIUM', 'SOFT', 'SOFT')","[39, 45]",88.368996
"('MEDIUM', 'SOFT', 'SOFT')","[39, 46]",88.40399
"('MEDIUM', 'SOFT', 'SOFT')","[40, 41]",88.09003
"('MEDIUM', 'SOFT', 'SOFT')","[40, 42]",88.12502
"('MEDIUM', 'SOFT', 'SOFT')","[40, 43]",88.16002
"('MEDIUM', 'SOFT', 'SOFT')","[40, 44]",88.19502
"('MEDIUM', 'SOFT', 'SOFT')","[40, 45]",88.23002
"('MEDIUM', 'SOFT', 'SOFT')","[40, 46]",88.26502
"('MEDIUM', 'SOFT', 'SOFT')","[41, 42]",87.98605
"('MEDIUM', 'SOFT', 'SOFT')","[41, 43]",88.02106
"('MEDIUM', 'SOFT', 'SOFT')","[41, 44]",88.056046
"('MEDIUM', 'SOFT', 'SOFT')","[41, 45]",88.09106
"('MEDIUM', 'SOFT', 'SOFT')","[41, 46]",88.12605
"('MEDIUM', 'SOFT', 'SOFT')","[42, 43]",87.88208
"('MEDIUM', 'SOFT', 'SOFT')","[42, 44]",87.91708
"('MEDIUM', 'SOFT', 'SOFT')","[42, 45]",87.95208
"('MEDIUM', 'SOFT', 'SOFT')","[42, 46]",87.98708
"('MEDIUM', 'SOFT', 'SOFT')","[43, 44]",87.77811
"('MEDIUM', 'SOFT', 'SOFT')","[43, 45]",87.81311
"('MEDIUM', 'SOFT', 'SOFT')","[43, 46]",87.84811
"('MEDIUM', 'SOFT', 'SOFT')","[44, 45]",87.67414
"('MEDIUM', 'SOFT', 'SOFT')","[44, 46]",87.709145
"('MEDIUM', 'SOFT', 'SOFT')","[45, 46]",87.570175
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 11]",83.20651
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 12]",83.41548
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 13]",83.62445
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 14]",83.83342
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 15]",84.04239
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 16]",84.25136
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 17]",84.46033
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 18]",84.6693
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 19]",84.878265
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 20]",85.087234
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 21]",85.29621
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 22]",85.50518
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 23]",85.71414
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 24]",85.92311
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 25]",86.13209
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 26]",86.34106
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 27]",86.55002
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 28]",86.75899
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 29]",86.967964
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 30]",87.17693
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 31]",87.385895
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 32]",87.594864
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 33]",87.80384
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 34]",88.01281
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 35]",88.22177
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 36]",88.43075
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 37]",88.639725
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 38]",88.848694
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 39]",89.05766
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 40]",89.26664
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 41]",89.47561
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 42]",89.68457
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 43]",89.89354
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 44]",90.102516
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 45]",90.311485
"('MEDIUM', 'SOFT', 'MEDIUM')","[10, 46]",90.52045
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 12]",83.27651
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 13]",83.48548
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 14]",83.69445
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 15]",83.90342
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 16]",84.11238
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 17]",84.32136
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 18]",84.53033
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 19]",84.7393
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 20]",84.94827
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 21]",85.15724
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 22]",85.36621
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 23]",85.57518
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 24]",85.78415
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 25]",85.99312
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 26]",86.20209
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 27]",86.41106
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 28]",86.620026
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 29]",86.828995
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 30]",87.037964
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 31]",87.24693
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 32]",87.4559
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 33]",87.66487
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 34]",87.87384
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 35]",88.08281
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 36]",88.29178
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 37]",88.500755
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 38]",88.70973
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 39]",88.9187
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 40]",89.12767
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 41]",89.33664
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 42]",89.54561
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 43]",89.75458
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 44]",89.96355
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 45]",90.172516
"('MEDIUM', 'SOFT', 'MEDIUM')","[11, 46]",90.381485
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 13]",83.34651
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 14]",83.55548
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 15]",83.76445
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 16]",83.97342
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 17]",84.18239
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 18]",84.39136
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 19]",84.60033
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 20]",84.809296
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 21]",85.01827
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 22]",85.22724
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 23]",85.4362
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 24]",85.64517
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 25]",85.85415
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 26]",86.06312
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 27]",86.27208
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 28]",86.48105
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 29]",86.690025
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 30]",86.898994
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 31]",87.107956
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 32]",87.316925
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 33]",87.5259
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 34]",87.73487
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 35]",87.94383
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 36]",88.15281
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 37]",88.361786
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 38]",88.570755
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 39]",88.779724
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 40]",88.9887
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 41]",89.19767
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 42]",89.40663
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 43]",89.6156
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 44]",89.82458
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 45]",90.03355
"('MEDIUM', 'SOFT', 'MEDIUM')","[12, 46]",90.24251
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 14]",83.41651
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 15]",83.62548
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 16]",83.83444
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 17]",84.04342
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 18]",84.25239
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 19]",84.461365
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 20]",84.670334
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 21]",84.8793
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 22]",85.08827
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 23]",85.29724
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 24]",85.50621
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 25]",85.71518
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 26]",85.92415
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 27]",86.13312
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 28]",86.34209
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 29]",86.551056
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 30]",86.760025
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 31]",86.968994
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 32]",87.17796
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 33]",87.38693
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 34]",87.5959
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 35]",87.80487
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 36]",88.01384
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 37]",88.22282
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 38]",88.43179
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 39]",88.64076
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 40]",88.84973
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 41]",89.0587
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 42]",89.26767
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 43]",89.47664
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 44]",89.68561
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 45]",89.89458
"('MEDIUM', 'SOFT', 'MEDIUM')","[13, 46]",90.103546
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 15]",83.48651
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 16]",83.69548
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 17]",83.90445
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 18]",84.11342
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 19]",84.32239
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 20]",84.53136
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 21]",84.74033
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 22]",84.9493
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 23]",85.158264
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 24]",85.36723
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 25]",85.57621
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 26]",85.78518
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 27]",85.99414
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 28]",86.20311
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 29]",86.41209
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 30]",86.621056
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 31]",86.83002
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 32]",87.03899
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 33]",87.24796
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 34]",87.45693
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 35]",87.66589
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 36]",87.87487
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 37]",88.08385
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 38]",88.292816
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 39]",88.501785
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 40]",88.71076
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 41]",88.91973
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 42]",89.12869
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 43]",89.33766
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 44]",89.54664
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 45]",89.75561
"('MEDIUM', 'SOFT', 'MEDIUM')","[14, 46]",89.96457
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 16]",83.5565
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 17]",83.76548
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 18]",83.97445
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 19]",84.183426
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 20]",84.392395
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 21]",84.601364
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 22]",84.81033
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 23]",85.0193
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 24]",85.22827
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 25]",85.43724
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 26]",85.64621
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 27]",85.85518
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 28]",86.06415
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 29]",86.27312
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 30]",86.482086
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 31]",86.691055
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 32]",86.900024
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 33]",87.10899
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 34]",87.31796
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 35]",87.52693
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 36]",87.7359
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 37]",87.94488
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 38]",88.153854
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 39]",88.36282
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 40]",88.57179
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 41]",88.78076
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 42]",88.98973
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 43]",89.1987
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 44]",89.40767
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 45]",89.61664
"('MEDIUM', 'SOFT', 'MEDIUM')","[15, 46]",89.82561
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 17]",83.62651
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 18]",83.83548
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 19]",84.04445
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 20]",84.25342
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 21]",84.462395
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 22]",84.671364
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 23]",84.880325
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 24]",85.089294
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 25]",85.29827
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 26]",85.50724
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 27]",85.7162
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 28]",85.92517
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 29]",86.13415
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 30]",86.34312
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 31]",86.55208
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 32]",86.76105
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 33]",86.970024
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 34]",87.17899
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 35]",87.387955
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 36]",87.59693
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 37]",87.80591
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 38]",88.01488
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 39]",88.22385
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 40]",88.43282
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 41]",88.64179
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 42]",88.85075
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 43]",89.05972
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 44]",89.2687
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 45]",89.47767
"('MEDIUM', 'SOFT', 'MEDIUM')","[16, 46]",89.68663
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 18]",83.69651
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 19]",83.90549
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 20]",84.114456
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 21]",84.323425
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 22]",84.532394
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 23]",84.74136
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 24]",84.95033
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 25]",85.1593
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 26]",85.36827
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 27]",85.57724
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 28]",85.78621
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 29]",85.99518
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 30]",86.20415
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 31]",86.41312
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 32]",86.622086
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 33]",86.831055
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 34]",87.04002
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 35]",87.24899
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 36]",87.45796
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 37]",87.66694
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 38]",87.875916
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 39]",88.084885
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 40]",88.29385
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 41]",88.50282
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 42]",88.71179
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 43]",88.92076
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 44]",89.12973
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 45]",89.3387
"('MEDIUM', 'SOFT', 'MEDIUM')","[17, 46]",89.54767
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 19]",83.76651
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 20]",83.97548
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 21]",84.184456
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 22]",84.393425
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 23]",84.60239
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 24]",84.811356
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 25]",85.02033
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 26]",85.2293
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 27]",85.43826
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 28]",85.64723
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 29]",85.85621
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 30]",86.06518
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 31]",86.27414
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 32]",86.48311
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 33]",86.692085
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 34]",86.901054
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 35]",87.110016
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 36]",87.31899
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 37]",87.52797
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 38]",87.73694
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 39]",87.94591
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 40]",88.154884
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 41]",88.36385
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 42]",88.572815
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 43]",88.781784
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 44]",88.99076
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 45]",89.19973
"('MEDIUM', 'SOFT', 'MEDIUM')","[18, 46]",89.40869
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 20]",83.83652
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 21]",84.04549
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 22]",84.254456
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 23]",84.463425
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 24]",84.67239
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 25]",84.881355
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 26]",85.090324
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 27]",85.2993
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 28]",85.50827
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 29]",85.71724
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 30]",85.92621
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 31]",86.13518
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 32]",86.34415
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 33]",86.55311
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 34]",86.76208
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 35]",86.971054
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 36]",87.18002
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 37]",87.389
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 38]",87.59798
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 39]",87.806946
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 40]",88.01591
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 41]",88.224884
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 42]",88.43385
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 43]",88.64282
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 44]",88.85179
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 45]",89.06075
"('MEDIUM', 'SOFT', 'MEDIUM')","[19, 46]",89.26973
"('MEDIUM', 'SOFT', 'MEDIUM')","[20, 21]",83.90651
"('MEDIUM', 'SOFT', 'MEDIUM')","[20, 22]",84.11548
